"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 05, 2021","27.062","26.725","27.155","26.575","1.66K","2.79%"
"Feb 07, 2021","27.343","27.027","27.390","26.825","-","1.04%"
"Feb 08, 2021","27.602","27.325","27.700","27.000","0.91K","0.95%"
"Feb 09, 2021","27.448","27.515","27.735","27.265","0.98K","-0.56%"
"Feb 10, 2021","27.134","27.530","27.550","27.025","0.93K","-1.14%"
"Feb 11, 2021","27.118","26.925","27.400","26.925","1.00K","-0.06%"
"Feb 12, 2021","27.380","27.300","27.515","27.155","0.80K","0.97%"
"Feb 14, 2021","27.510","27.395","27.615","27.395","-","0.47%"
"Feb 15, 2021","27.672","27.503","27.802","27.468","-","0.59%"
"Feb 16, 2021","27.369","27.695","28.070","27.235","0.94K","-1.09%"
"Feb 17, 2021","27.362","27.230","27.485","26.965","0.22K","-0.03%"
"Feb 18, 2021","27.134","27.475","27.535","27.085","0.30K","-0.83%"
"Feb 19, 2021","27.321","26.250","27.700","26.250","0.57K","0.69%"
"Feb 21, 2021","27.477","27.308","27.630","27.308","-","0.57%"
"Feb 22, 2021","28.166","27.620","28.385","27.465","0.55K","2.51%"
"Feb 23, 2021","27.782","28.050","28.145","27.595","0.53K","-1.36%"
"Feb 24, 2021","27.963","27.835","28.030","27.515","0.26K","0.65%"
"Feb 25, 2021","27.733","28.080","28.310","27.400","0.48K","-0.82%"
"Feb 26, 2021","26.498","27.580","27.580","26.350","0.62K","-4.45%"
"Feb 28, 2021","26.832","26.668","26.840","26.630","-","1.26%"
"Mar 01, 2021","26.728","26.855","27.100","26.595","0.94K","-0.39%"
"Mar 02, 2021","26.933","26.500","27.025","25.875","0.70K","0.77%"
"Mar 03, 2021","26.451","26.835","26.835","25.940","0.60K","-1.79%"
"Mar 04, 2021","25.527","26.255","26.395","25.235","0.92K","-3.49%"
"Mar 05, 2021","25.355","25.330","25.530","24.975","1.07K","-0.67%"
"Mar 07, 2021","25.490","25.390","25.615","25.390","-","0.53%"
"Mar 08, 2021","25.324","25.700","25.960","25.055","0.90K","-0.65%"
"Mar 09, 2021","26.241","25.555","26.255","25.480","0.69K","3.62%"
"Mar 10, 2021","26.186","26.095","26.215","25.725","0.45K","-0.21%"
"Mar 11, 2021","26.246","26.255","26.410","26.090","0.90K","0.23%"
"Mar 12, 2021","25.958","25.775","26.005","25.550","0.46K","-1.10%"
"Mar 14, 2021","26.058","25.983","26.157","25.977","-","0.39%"
"Mar 15, 2021","26.348","26.065","26.370","26.065","0.33K","1.11%"
"Mar 16, 2021","26.058","26.380","26.440","25.980","0.15K","-1.10%"
"Mar 17, 2021","26.113","25.970","26.550","25.970","0.18K","0.21%"
"Mar 18, 2021","26.404","26.510","26.700","25.970","0.17K","1.11%"
"Mar 19, 2021","26.371","26.220","26.385","26.195","0.83K","-0.12%"
"Mar 21, 2021","25.953","26.337","26.337","25.933","-","-1.59%"
"Mar 22, 2021","25.818","26.050","26.050","25.645","0.27K","-0.52%"
"Mar 23, 2021","25.285","25.765","25.795","25.125","0.24K","-2.06%"
"Mar 24, 2021","25.295","25.250","25.475","25.200","0.43K","0.04%"
"Mar 25, 2021","25.108","25.200","25.265","24.555","0.65K","-0.74%"
"Mar 26, 2021","25.184","25.350","25.350","25.000","0.19K","0.30%"
"Mar 28, 2021","25.082","25.133","25.145","25.038","-","-0.41%"
"Mar 29, 2021","24.841","25.050","25.050","24.600","0.28K","-0.96%"
"Mar 30, 2021","24.209","24.680","24.820","23.995","0.34K","-2.54%"
"Mar 31, 2021","24.609","24.060","24.620","23.825","0.42K","1.65%"
"Apr 01, 2021","25.020","24.415","25.060","24.415","63.17K","1.67%"
"Apr 04, 2021","25.047","25.003","25.062","24.965","-","0.11%"
"Apr 05, 2021","24.855","25.065","25.100","24.800","0.49K","-0.77%"
"Apr 06, 2021","25.302","25.100","25.400","24.990","0.49K","1.80%"
"Apr 07, 2021","25.312","25.270","25.335","25.010","0.54K","0.04%"
"Apr 08, 2021","25.653","25.100","25.725","25.100","2.51K","1.35%"
"Apr 09, 2021","25.389","25.575","25.575","25.100","1.24K","-1.03%"
"Apr 11, 2021","25.305","25.315","25.320","25.253","-","-0.33%"
"Apr 12, 2021","24.931","25.210","25.335","24.800","1.18K","-1.48%"
"Apr 13, 2021","25.491","24.800","25.575","24.800","1.89K","2.25%"
"Apr 14, 2021","25.590","25.440","25.590","25.340","1.12K","0.39%"
"Apr 15, 2021","26.026","25.715","26.120","25.455","1.08K","1.70%"
"Apr 16, 2021","26.169","25.945","26.370","25.905","0.29K","0.55%"
"Apr 18, 2021","25.988","26.035","26.062","25.973","-","-0.69%"
"Apr 19, 2021","25.902","26.000","26.290","25.760","0.91K","-0.33%"
"Apr 20, 2021","25.904","26.030","26.080","25.885","1.29K","0.01%"
"Apr 21, 2021","26.632","25.945","26.770","25.945","1.88K","2.81%"
"Apr 22, 2021","26.247","26.705","26.705","26.125","0.64K","-1.45%"
"Apr 23, 2021","26.142","26.265","26.405","25.960","1.59K","-0.40%"
"Apr 25, 2021","25.995","25.992","26.045","25.965","-","-0.56%"
"Apr 26, 2021","26.276","26.200","26.345","25.995","0.51K","1.08%"
"Apr 27, 2021","26.484","26.230","26.550","26.230","1.32K","0.79%"
"Apr 28, 2021","26.151","26.230","26.385","25.910","1.25K","-1.26%"
"Apr 29, 2021","26.115","26.425","26.585","25.820","2.83K","-0.14%"
"Apr 30, 2021","25.900","26.200","26.295","25.885","3.49K","-0.82%"
"May 02, 2021","25.918","25.980","25.983","25.890","-","0.07%"
"May 03, 2021","26.988","26.005","27.130","25.930","3.65K","4.13%"
"May 04, 2021","26.583","27.040","27.265","26.205","3.59K","-1.50%"
"May 05, 2021","26.548","26.565","26.720","26.200","2.55K","-0.13%"
"May 06, 2021","27.503","26.590","27.605","26.310","4.53K","3.60%"
"May 07, 2021","27.502","27.415","27.795","27.270","2.44K","-0.00%"
"May 09, 2021","27.767","27.560","27.780","27.560","-","0.96%"
"May 10, 2021","27.517","27.690","28.010","27.375","2.94K","-0.90%"
"May 11, 2021","27.690","27.400","27.795","27.215","3.04K","0.63%"
"May 12, 2021","27.267","27.775","27.830","27.050","3.59K","-1.53%"
"May 13, 2021","27.083","27.110","27.330","26.815","3.28K","-0.67%"
"May 14, 2021","27.390","27.220","27.605","26.955","1.83K","1.13%"
"May 16, 2021","27.582","27.483","27.610","27.455","-","0.70%"
"May 17, 2021","28.298","27.535","28.455","27.475","2.76K","2.60%"
"May 18, 2021","28.358","28.385","28.920","28.150","2.67K","0.21%"
"May 19, 2021","28.047","28.320","28.350","27.460","3.35K","-1.10%"
"May 20, 2021","28.091","27.870","28.145","27.525","2.12K","0.16%"
"May 21, 2021","27.510","27.885","28.200","27.310","2.87K","-2.07%"
"May 23, 2021","27.657","27.648","27.677","27.598","-","0.53%"
"May 24, 2021","27.932","27.710","28.035","27.585","2.20K","0.99%"
"May 25, 2021","28.086","27.895","28.180","27.595","2.99K","0.55%"
"May 26, 2021","27.907","28.150","28.355","27.730","2.34K","-0.64%"
"May 27, 2021","27.971","27.805","28.020","27.635","3.28K","0.23%"
"May 28, 2021","28.045","28.005","28.120","27.515","2.81K","0.26%"
"May 30, 2021","28.058","28.060","28.085","28.035","-","0.05%"
"May 31, 2021","28.192","28.055","28.258","27.997","-","0.48%"
"Jun 01, 2021","28.134","28.080","28.735","27.965","4.75K","-0.21%"
"Jun 02, 2021","28.235","28.030","28.350","27.815","4.05K","0.36%"
"Jun 03, 2021","27.506","28.330","28.395","27.125","5.01K","-2.58%"
"Jun 04, 2021","27.926","27.585","28.010","27.355","4.68K","1.53%"
"Jun 06, 2021","27.878","27.918","27.918","27.863","-","-0.17%"
"Jun 07, 2021","28.050","27.945","28.115","27.635","16.96K","0.62%"
"Jun 08, 2021","27.762","28.060","28.145","27.645","16.40K","-1.03%"
"Jun 09, 2021","28.032","27.750","28.165","27.660","14.58K","0.97%"
"Jun 10, 2021","28.062","27.910","28.210","27.515","20.04K","0.11%"
"Jun 11, 2021","28.180","28.175","28.465","28.055","19.57K","0.42%"
"Jun 13, 2021","27.955","28.050","28.122","27.948","-","-0.80%"
"Jun 14, 2021","28.074","28.105","28.185","27.605","7.69K","0.43%"
"Jun 15, 2021","27.730","28.050","28.070","27.520","10.06K","-1.23%"
"Jun 16, 2021","27.848","27.840","28.005","26.740","9.78K","0.43%"
"Jun 17, 2021","25.892","27.050","27.360","25.855","26.94K","-7.02%"
"Jun 18, 2021","26.009","25.995","26.590","25.810","17.96K","0.45%"
"Jun 20, 2021","25.930","25.835","25.977","25.830","-","-0.30%"
"Jun 21, 2021","26.065","25.895","26.170","25.615","13.28K","0.52%"
"Jun 22, 2021","25.898","26.020","26.120","25.775","13.53K","-0.64%"
"Jun 23, 2021","26.152","25.890","26.410","25.850","23.74K","0.98%"
"Jun 24, 2021","26.089","25.980","26.280","25.905","25.31K","-0.24%"
"Jun 25, 2021","26.126","26.055","26.415","26.010","31.54K","0.14%"
"Jun 27, 2021","26.192","26.098","26.218","26.098","-","0.25%"
"Jun 28, 2021","26.254","26.220","26.335","25.875","40.54K","0.24%"
"Jun 29, 2021","25.901","26.235","26.235","25.580","75.84K","-1.34%"
"Jun 30, 2021","26.194","25.875","26.275","25.800","44.64K","1.13%"
"Jul 01, 2021","26.100","26.250","26.525","26.045","54.77K","-0.36%"
"Jul 02, 2021","26.501","26.145","26.700","26.100","57.34K","1.54%"
"Jul 05, 2021","26.538","26.698","26.745","26.503","-","0.14%"
"Jul 06, 2021","26.174","26.640","26.910","26.100","80.50K","-1.37%"
"Jul 07, 2021","26.129","26.265","26.545","26.060","50.06K","-0.17%"
"Jul 08, 2021","25.987","26.265","26.310","25.875","59.52K","-0.54%"
"Jul 09, 2021","26.234","26.005","26.300","25.820","45.50K","0.95%"
"Jul 11, 2021","26.192","26.198","26.212","26.175","-","-0.16%"
"Jul 12, 2021","26.239","26.185","26.375","25.930","43.37K","0.18%"
"Jul 13, 2021","26.140","26.320","26.440","26.005","50.73K","-0.38%"
"Jul 14, 2021","26.271","26.055","26.575","26.010","65.10K","0.50%"
"Jul 15, 2021","26.394","26.325","26.490","26.245","35.26K","0.47%"
"Jul 16, 2021","25.795","26.430","26.550","25.640","78.28K","-2.27%"
"Jul 18, 2021","25.747","25.707","25.753","25.665","-","-0.19%"
"Jul 19, 2021","25.144","25.700","25.805","25.035","86.39K","-2.34%"
"Jul 20, 2021","24.995","25.240","25.315","24.840","64.68K","-0.59%"
"Jul 21, 2021","25.255","24.975","25.365","24.790","50.53K","1.04%"
"Jul 22, 2021","25.381","25.330","25.515","25.060","48.08K","0.50%"
"Jul 23, 2021","25.233","25.480","25.535","25.050","39.88K","-0.58%"
"Jul 25, 2021","25.220","25.227","25.227","25.214","-","-0.05%"
"Jul 26, 2021","25.318","25.270","25.510","25.175","40.29K","0.39%"
"Jul 27, 2021","24.649","25.255","25.320","24.515","80.91K","-2.64%"
"Jul 28, 2021","24.877","24.730","25.060","24.655","54.85K","0.92%"
"Jul 29, 2021","25.782","25.015","25.875","25.000","70.55K","3.64%"
"Jul 30, 2021","25.547","25.600","25.685","25.395","43.33K","-0.91%"
"Aug 01, 2021","25.562","25.530","25.575","25.512","-","0.06%"
"Aug 02, 2021","25.575","25.625","25.675","25.345","52.01K","0.05%"
"Aug 03, 2021","25.582","25.470","25.665","25.270","45.85K","0.03%"
"Aug 04, 2021","25.461","25.590","26.090","25.375","72.93K","-0.47%"
"Aug 05, 2021","25.292","25.425","25.565","25.115","42.43K","-0.66%"
"Aug 06, 2021","24.326","25.195","25.230","24.205","113.95K","-3.82%"
"Aug 08, 2021","23.587","24.332","24.380","22.295","-","-3.04%"
"Aug 09, 2021","23.269","24.340","24.380","22.295","118.53K","-1.35%"
"Aug 10, 2021","23.392","23.450","23.675","23.220","62.93K","0.53%"
"Aug 11, 2021","23.488","23.325","23.565","23.190","70.05K","0.41%"
"Aug 12, 2021","23.116","23.515","23.530","22.970","66.98K","-1.58%"
"Aug 13, 2021","23.779","23.155","23.830","23.130","53.76K","2.87%"
"Aug 15, 2021","23.668","23.715","23.753","23.663","-","-0.47%"
"Aug 16, 2021","23.791","23.745","23.890","23.380","42.36K","0.52%"
"Aug 17, 2021","23.659","23.840","23.955","23.565","42.59K","-0.55%"
"Aug 18, 2021","23.422","23.660","23.830","23.265","46.29K","-1.00%"
"Aug 19, 2021","23.230","23.500","23.515","23.080","51.43K","-0.82%"
"Aug 20, 2021","23.112","23.210","23.300","22.835","55.72K","-0.51%"
"Aug 22, 2021","22.948","22.973","23.040","22.938","-","-0.71%"
"Aug 23, 2021","23.656","22.985","23.705","22.925","57.34K","3.09%"
"Aug 24, 2021","23.937","23.695","24.015","23.595","19.86K","1.19%"
"Aug 25, 2021","23.822","23.915","23.960","23.640","32.16K","-0.48%"
"Aug 26, 2021","23.596","23.930","23.945","23.465","35.44K","-0.95%"
"Aug 27, 2021","24.110","23.610","24.180","23.355","61.30K","2.18%"
"Aug 29, 2021","24.148","24.078","24.163","24.060","-","0.16%"
"Aug 30, 2021","24.006","24.130","24.280","23.950","47.98K","-0.59%"
"Aug 31, 2021","24.006","24.065","24.270","23.830","44.56K","0.00%"
"Sep 01, 2021","24.221","23.935","24.325","23.775","48.67K","0.90%"
"Sep 02, 2021","23.918","24.200","24.275","23.815","36.86K","-1.25%"
"Sep 03, 2021","24.802","23.950","24.945","23.910","67.19K","3.70%"
"Sep 05, 2021","24.812","24.797","24.867","24.775","-","0.04%"
"Sep 06, 2021","24.742","24.808","24.887","24.707","-","-0.28%"
"Sep 07, 2021","24.373","24.865","24.895","24.210","69.93K","-1.49%"
"Sep 08, 2021","24.056","24.390","24.480","23.940","45.43K","-1.30%"
"Sep 09, 2021","24.177","23.995","24.355","23.865","43.41K","0.50%"
"Sep 10, 2021","23.900","24.100","24.345","23.760","39.09K","-1.15%"
"Sep 12, 2021","23.802","23.815","23.835","23.780","-","-0.41%"
"Sep 13, 2021","23.796","23.790","23.890","23.360","47.76K","-0.03%"
"Sep 14, 2021","23.885","23.775","23.980","23.435","42.44K","0.37%"
"Sep 15, 2021","23.801","23.865","23.940","23.670","32.69K","-0.35%"
"Sep 16, 2021","22.794","23.865","24.000","22.585","90.20K","-4.23%"
"Sep 17, 2021","22.337","22.910","23.130","22.305","66.39K","-2.00%"
"Sep 19, 2021","22.358","22.302","22.392","22.142","-","0.09%"
"Sep 20, 2021","22.204","22.330","22.500","22.025","50.98K","-0.69%"
"Sep 21, 2021","22.611","22.265","22.720","22.210","41.11K","1.83%"
"Sep 22, 2021","22.907","22.485","23.150","22.455","51.99K","1.31%"
"Sep 23, 2021","22.679","22.695","22.880","22.465","43.74K","-1.00%"
"Sep 24, 2021","22.425","22.530","22.790","22.090","41.67K","-1.12%"
"Sep 26, 2021","22.413","22.405","22.445","22.395","-","-0.05%"
"Sep 27, 2021","22.694","22.395","22.865","22.390","36.11K","1.25%"
"Sep 28, 2021","22.467","22.625","22.680","22.080","55.49K","-1.00%"
"Sep 29, 2021","21.485","22.475","22.565","21.410","80.16K","-4.37%"
"Sep 30, 2021","22.047","21.515","22.225","21.460","66.12K","2.62%"
"Oct 01, 2021","22.536","22.185","22.600","21.990","43.51K","2.22%"
"Oct 03, 2021","22.683","22.560","22.790","22.540","-","0.65%"
"Oct 04, 2021","22.644","22.600","22.805","22.290","35.18K","-0.17%"
"Oct 05, 2021","22.608","22.725","22.730","22.380","27.04K","-0.16%"
"Oct 06, 2021","22.532","22.635","22.700","22.185","38.89K","-0.34%"
"Oct 07, 2021","22.658","22.640","22.840","22.385","41.56K","0.56%"
"Oct 08, 2021","22.705","22.610","23.220","22.435","69.58K","0.21%"
"Oct 10, 2021","22.617","22.680","22.738","22.575","-","-0.39%"
"Oct 11, 2021","22.665","22.685","22.830","22.495","29.93K","0.21%"
"Oct 12, 2021","22.514","22.610","22.790","22.325","42.93K","-0.67%"
"Oct 13, 2021","23.170","22.570","23.285","22.480","71.90K","2.91%"
"Oct 14, 2021","23.477","23.100","23.625","22.925","54.28K","1.32%"
"Oct 15, 2021","23.349","23.565","23.645","23.100","52.25K","-0.55%"
"Oct 17, 2021","23.387","23.335","23.427","23.335","-","0.16%"
"Oct 18, 2021","23.264","23.380","23.495","23.035","47.03K","-0.53%"
"Oct 19, 2021","23.883","23.250","24.180","23.220","79.07K","2.66%"
"Oct 20, 2021","24.445","23.710","24.495","23.615","73.13K","2.35%"
"Oct 21, 2021","24.170","24.370","24.550","24.070","58.68K","-1.12%"
"Oct 22, 2021","24.449","24.220","24.920","24.185","83.28K","1.15%"
"Oct 24, 2021","24.453","24.380","24.470","24.358","-","0.02%"
"Oct 25, 2021","24.592","24.395","24.695","24.365","44.83K","0.57%"
"Oct 26, 2021","24.088","24.650","24.655","23.925","61.76K","-2.05%"
"Oct 27, 2021","24.191","24.220","24.330","23.905","48.09K","0.43%"
"Oct 28, 2021","24.120","24.130","24.310","24.020","45.96K","-0.29%"
"Oct 29, 2021","23.949","24.135","24.140","23.705","57.80K","-0.71%"
"Oct 31, 2021","23.840","23.950","23.983","23.808","-","-0.46%"
"Nov 01, 2021","24.073","23.985","24.175","23.810","37.06K","0.98%"
"Nov 02, 2021","23.507","24.130","24.140","23.430","63.00K","-2.35%"
"Nov 03, 2021","23.231","23.570","23.665","23.045","67.16K","-1.17%"
"Nov 04, 2021","23.911","23.530","24.115","23.485","68.46K","2.93%"
"Nov 05, 2021","24.157","23.870","24.255","23.665","73.24K","1.03%"
"Nov 07, 2021","24.215","24.212","24.277","24.210","-","0.24%"
"Nov 08, 2021","24.542","24.285","24.590","24.130","67.62K","1.35%"
"Nov 09, 2021","24.318","24.550","24.565","24.090","65.11K","-0.91%"
"Nov 10, 2021","24.772","24.375","25.220","24.040","131.56K","1.87%"
"Nov 11, 2021","25.301","24.710","25.365","24.645","82.02K","2.14%"
"Nov 12, 2021","25.346","25.350","25.470","24.925","66.39K","0.18%"
"Nov 14, 2021","25.427","25.413","25.462","25.390","-","0.32%"
"Nov 15, 2021","25.105","25.425","25.465","24.970","68.48K","-1.27%"
"Nov 16, 2021","24.944","25.135","25.490","24.825","77.00K","-0.64%"
"Nov 17, 2021","25.167","24.860","25.285","24.850","54.35K","0.89%"
"Nov 18, 2021","24.900","25.150","25.230","24.730","63.62K","-1.06%"
"Nov 19, 2021","24.781","24.850","25.040","24.610","67.98K","-0.48%"
"Nov 21, 2021","24.650","24.655","24.688","24.555","-","-0.53%"
"Nov 22, 2021","24.297","24.670","24.955","24.140","78.54K","-1.43%"
"Nov 23, 2021","23.435","24.210","24.340","23.280","93.87K","-3.55%"
"Nov 24, 2021","23.496","23.640","23.695","23.400","54.62K","0.26%"
"Nov 25, 2021","23.582","23.585","23.733","23.562","-","0.37%"
"Nov 26, 2021","23.107","23.580","23.735","22.915","61.28K","-2.01%"
"Nov 28, 2021","23.590","23.415","23.595","23.337","-","2.09%"
"Nov 29, 2021","22.799","23.135","23.415","22.730","10.39K","-3.35%"
"Nov 30, 2021","22.765","22.885","23.260","22.705","2.51K","-0.15%"
"Dec 01, 2021","22.299","22.770","22.995","22.155","0.49K","-2.05%"
"Dec 02, 2021","22.280","22.295","22.400","22.240","0.13K","-0.09%"
"Dec 03, 2021","22.445","22.410","22.470","22.040","0.20K","0.74%"
"Dec 05, 2021","22.602","22.562","22.628","22.508","-","0.70%"
"Dec 06, 2021","22.228","22.490","22.490","22.100","0.09K","-1.65%"
"Dec 07, 2021","22.487","22.385","22.560","22.375","0.05K","1.17%"
"Dec 08, 2021","22.390","22.430","22.445","22.310","0.27K","-0.43%"
"Dec 09, 2021","21.974","22.280","22.285","21.890","0.03K","-1.86%"
"Dec 10, 2021","22.160","21.885","22.165","21.800","0.02K","0.85%"
"Dec 12, 2021","22.235","22.210","22.262","22.192","-","0.34%"
"Dec 13, 2021","22.290","22.245","22.260","22.130","0.01K","0.25%"
"Dec 14, 2021","21.887","22.250","22.250","21.660","0.00K","-1.81%"
"Dec 15, 2021","21.508","21.500","21.640","21.500","0.01K","-1.73%"
"Dec 16, 2021","22.455","22.135","22.400","22.120","0.09K","4.40%"
"Dec 17, 2021","22.507","22.450","22.485","22.450","0.03K","0.23%"
"Dec 19, 2021","22.363","22.370","22.410","22.352","-","-0.64%"
"Dec 20, 2021","22.275","22.300","22.370","22.290","0.09K","-0.39%"
"Dec 21, 2021","22.502","22.225","22.740","22.225","0.19K","1.02%"
"Dec 22, 2021","22.792","22.465","22.705","22.465","0.19K","1.29%"
"Dec 23, 2021","22.940","22.815","22.965","22.680","33.91K","0.65%"
"Dec 24, 2021","22.910","22.910","22.910","22.910","-","-0.13%"
"Dec 26, 2021","22.878","22.933","22.940","22.810","-","-0.14%"
"Dec 27, 2021","22.979","22.680","22.680","22.680","0.00K","0.44%"
"Dec 28, 2021","23.111","23.055","23.295","23.055","0.15K","0.57%"
"Dec 29, 2021","22.848","23.005","23.005","22.635","0.04K","-1.14%"
"Dec 30, 2021","23.091","22.905","23.155","22.655","-","1.06%"
"Dec 31, 2021","23.381","23.100","23.410","23.100","-","1.26%"
